specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref
meropis,meropis,"Clay & Meinertzhagen, 1941:336",,,,,,,,
rarum,meropis,,Tamaninia,,rarum,"Hopkins & Clay, 1952:224",,,,
virgo,incisum,,Menopon,,virgo,"Hopkins & Clay, 1952:225",,,,
crucis,crucis,"Carriker, 1945b:186",,,,,,,,
guimaraesi,guimaraesi,"Carriker, 1945b:183",,,,,,,,
heterocephalus,heterocephalus,"Guimarães, 1947b:200",,,,,,,,
major,major,"Carriker, 1945b:187",,,,,,,,
soaresi,soaresi,"Guimarães, 1944c:111",,,,,,,,
tibialis,tibialis,"Kéler, 1939a:251",,,,,,,,
zumpti,zumpti,"Carriker, 1957a:734",,,,,,,,
abbreviata,victrix,,,,abbreviata,,,,,
abhorrens,abhorrens,"Z{l-}otorzycka, 1964a:177",Lanimenopon,,,,,,,
abidae,abidae,"Ansari, 1956a:171",,,,,,,,
aegithali,aegithali,"Blagov., 1940:39",,,,,,,,
aenigma,aenigma,"Carriker {& Diaz-Ungria}, 1961:24",Ramphasticola,,,,,,,
aitkeni,aitkeni,"Clay, 1966c:374",,,,,,,,
albiceps,albiceps,"Piaget, 1880:437",Menopon,,,,,,,
albipes,albiceps,,Menopon,,albipes,"Hopkins & Clay, 1952:227",,,,
amandava,amandava,"Clay, 1970b:565",,,,,,,,
ananthakrishnani,ananthakrishnani,"Rai, 1978:281",,,,,,,,
anaspila,anaspila,"Nitzsch, 1866:119",Menopon,,,,,,,
anathorax,anathorax,"Nitzsch, 1866:120",Menopon,,,,,,,
antiqua,antiqua,"Ansari, 1956a:174",,,,,,,,
aquilonia,aquilonia,"Clay, 1968:225",,,,,,,,
arafura,arafura,"Klockenhoff, 1972:261",,,,,,,,
argentina,argentina,"Kellogg, 1906a:49",Menopon,,,,,,,
assamensis,assamensis,"Tandan, 1972c:390",,,,,,,,
australiensis,australiensis,"Klockenhoff, 1971b:297",,,,,,,,
bakeri,bakeri,"Carriker, 1949b:22",,,,,,,,
bakttitar,bakttitar,"Ansari, 1951:169",Neomenopon,,,,,,,
balati,balati,"Machacek, 1977:1",,,,,,,,
balteri,balteri,"Clay, 1968:222",,,,,,,,
bedfordi,bedfordi,"Brinck, 1955:409",,,,,,,,
bennetti,bennetti,"Klockenhoff, 1971b:301",,,,,,,,
bharat,bharat,"Tandan & Clay, 1971:216",,,,,,,,
bhutanensis,bhutanensis,"Tandan, 1972c:385",,,,,,,,
birmensis,birmensis,"Klockenhoff, 1969:397",,,,,,,,
bonariensis,bonariensis,"Malcomson, 1929:728",,,,,,,,
borneoensis,borneoensis,"Klockenhoff, 1971a:140",,,,,,,,
branderi,anathorax,,,,branderi,"Klockenhoff, 1980c:151",,,,
brevipes,brevipes,"Ewing, 1927:88",Acolpocephalum,,,,,,,
breviterga,breviterga,"Tandan & Clay, 1971:224",,,,,,,,
breviventris,breviventris,"Piaget, 1880:441",Menopon,,,,,,,
brunnea,brunnea,"Nitzsch, 1866:120",Menopon,,,,,,,
bubalornithis,bubalornithis,"Klockenhoff, 1984b:278",,,,,,,,
buxtoni,buxtoni,"Waterston, 1928b:79",,,,,,,,
capensis,capensis,"Tendeiro, 1965b:52",,,,,,,,
carrikeri,carrikeri,"Eichler, 1943f:59",Menacanthus,,,,,,,
cecilae,cecilae,"Klockenhoff, 1972:254",,,,,,,,
celeripes,unidentifiable,,Eichlerinopon,,celeripes,"Clay, 1966c:389",,,,
chiapensis,chiapensis,"Zavaleta, 1944:204",,,,,,,,
chilchil,chilchil,"Ansari, 1951:181",,,,,,,,
cinerea,cinerea,"Thompson, 1939:532",Menopon,,,,,,,
clamosae,clamosae,"Tandan & Clay, 1971:230",,,,,,,,
clayae,clayae,"Klockenhoff, 1969:393",,,,,,,,
coerebicola,coerebicola,"Klockenhoff & Schirmers, 1980:144",,,,,,,,
coloiopsis,coloiopsis,"Klockenhoff, 1977:141",,,,,,,,
comosa,comosa,"Clay, 1968:229",,,,,,,,
consimilis,cornicis,,Menopon,,consimilis,"Hopkins & Clay, 1952:228",,,,
conspicua,conspicua,"Kellogg & Chapman, 1902b:163",Colpocephalum,,,,,,,
cornicis,cornicis,"De Geer, 1778:76",Ricinus,,,,,,,
crassipes,crassipes,"Piaget, 1880:450",Menopon,,,,,,,
crassipes ovata,ovatula,,Menopon,,,,crassipes ovata,"Piaget, 1885:102",,
crassipes pallida,piageti,,Menopon,,,,crassipes pallida,"Piaget, 1885:102",,
cucullaris,cucullaris,"Nitzsch, 1818:300",Liotheum,,,,,,,
cyanopycae,cyanopycae,"Uchida, 1926:14",,,,,,,,
cyrtostigma,cyrtostigma,"Kellogg & Chapman, 1902b:165",Menopon,,,,,,,
dauurica,dauurica,"Klockenhoff, 1974a:475",,,,,,,,
deperdita,cornicis,,Colpocephalum,,deperdita,"Hopkins & Clay, 1952:229",,,,
destructor,destructor,"Ansari, 1956a:166",,,,,,,,
devastator,devastator,"Ansari, 1956a:167",,,,,,,,
diffusa,diffusa,"Kellogg, 1899:40",Colpocephalum,,,,,,,
dissimilis,dissimilis,"Kellogg, 1896b:536",Menopon,,,,,,,
dorotheae,dorotheae,"Eichler, 1953c:301",,,,,,,,
downsi,downsi,"Clay, 1968:218",,,,,,,,
dukhunensis,dukhunensis,"Ansari, 1951:187",,,,,,,,
duplicata,duplicata,"Tandan, 1972c:379",,,,,,,,
eisentrauti,eisentrauti,"Klockenhoff, 1982:407",,,,,,,,
elbeli,elbeli,"Klockenhoff, 1974b:555",,,,,,,,
elegans,elegans,"Ansari, 1956a:176",,,,,,,,
emersoni,emersoni,"Clay, 1966c:346",,,,,,,,
eremialis,eremialis,"Klockenhoff & Schirmers, 1976:319",,,,,,,,
erythrocephali,erythrocephali,"Tandan, 1972c:375",,,,,,,,
estrildae,estrildae,"Tendeiro, 1993b:56",,,,,,,,
eurocephali,eurocephali,"Klockenhoff & Tendeiro, 1989:273",,,,,,,,
eurysternum,picae,,Colpocephalum,,eurysternum,"Hopkins & Clay, 1952:229",,,,
extranea,extranea,"Carriker, 1903:173",Colpocephalum,,,,,,,
extranea peruviana,extranea,,,,,,extranea peruviana,"Eichler, 1951a:50 ",,
fallax,fallax,"Kéler, 1938b:236",,,,,,,,
femuralis,rustica,,Nitzschia,,femuralis,"Hopkins & Clay, 1952:229",,,,
flavescens,flavescens,"Piaget, 1880:439",Menopon,,,,,,,
flavida,flavida,"Piaget, 1880:438",Menopon,,,,,,,
flavirostrata,flavirostrata,"Ansari, 1951:174",,,,,,,,
franciscoloi,franciscoloi,"Conci, 1942e:287",,,,,,,,
funerea,funerea,"Kellogg & Chapman, 1899:124",Menopon,,,,,,,
fusca,fusca,"Carriker, 1903:187",Menopon,,,,,,,
fuscicapilla,fuscicapilla,"Klockenhoff, 1980a:441",,,,,,,,
fuscomarginata,fuscomarginata,"Osborn, 1896:245",Menopon,,,,,,,
grallinae,grallinae,"Klockenhoff, 1981a:341",,,,,,,,
grandiceps,grandiceps,"Piaget, 1880:494",Menopon,,,,,,,
guimaraesi,guimaraesi,"Tendeiro, 1958e:227",,,,,,,,
gymnostinops,mirabilis,,,,gymnostinops,,,,,
himalayensis,himalayensis,"Klockenhoff, 1969:386",,,,,,,,
hirsuta,hirsuta,"Carriker, 1949a:305",Ramphasticola,,,,,,,
hirsuta ambiguua,hirsuta,,Ramphasticola,,,,hirsuta ambiguua,"Carriker {& Diaz-Ungria}, 1961:19",,
hirsuta tucana,hirsuta,,Ramphasticola,,,,hirsuta tucana,"Carriker {& Diaz-Ungria}, 1961:21",,
hopkinsi,hopkinsi,"Bedford, 1939b:132",,,,,,,,
iliaci,iliaci,"Eichler, 1951a:52",,,,,,,,
imbricata,imbricata,"Neumann, 1891:91",Menopon,,,,,,,
incerta,incerta,"Kellogg, 1896b:533",Menopon,,,,,,,
indigenella,indigenella,"Ansari, 1956a:165",,,,,,,,
indivisa,indivisa,"Nitzsch, 1866:120",Menopon,,,,,,,
insolita,insolita,"Kellogg & Paine, 1914:238",Menopon,,,,,,,
insularis,insularis,"Klockenhoff, 1972:257",,,,,,,,
insulsa,insulsa,"Piaget, 1885:149",Menopon,,,,,,,
integra,integra,"Piaget, 1880:451",Menopon,,,,,,,
intermedia,intermedia,"Piaget, 1880:430",Menopon,,,,,,,
interrupta,interrupta,"Osborn, 1896:245",Menopon,,,,,,,
invadens,invadens,"Kellogg & Chapman, 1902b:167",Menopon,,,,,,,
ishizawai,ishizawai,"Uchida, 1926:8",,,,,,,,
islandica,islandica,"Klockenhoff & Schirmers, 1976:312",,,,,,,,
isostoma,isostoma,"Nitzsch, 1866:119",Menopon,,,,,,,
jonnyvonbergeni,jonnyvonbergeni,"Eichler, 1954b:39",,,,,,,,
karyi,karyi,"Klockenhoff, 1980b:118",,,,,,,,
keniensis,keniensis,"Clay, 1966c:348",,,,,,,,
kikuchii,kikuchii,"Uchida, 1920:642",,,,,,,,
kuluensis,sultanpurensis,,,,kuluensis,"Clay, 1966c:382",,,,
laciniaesternata,laciniaesternata,"Eichler, 1956:137",,,,,,,,
laciniata,laciniata,"Clay, 1968:220",,,,,,,,
latifrons,latifrons,"Carriker {& Shull}, 1910:56",Nitzschia,,,,,,,
ledgeri,ledgeri,"Klockenhoff, 1984b:274",,,,,,,,
lehmensicki,lehmensicki,"Klockenhoff, 1971a:137",,,,,,,,
lengerkeni,lengerkeni,"Eichler, 1951a:52",,,,,,,,
longipecta,longipecta,"Uchida, 1917a:184",Menopon,,,,,,,
luroris,luroris,"Carriker, 1903:174",Colpocephalum,,,,,,,
lyali,lyali,"Klockenhoff, 1984a:263",,,,,,,,
lyallpurensis,chilchil,,,,lyallpurensis,"Tandan & Clay, 1971:219",,,,
macraidoia,macraidoia,"Tandan, 1972c:400",,,,,,,,
macrorhynchicola,macrorhynchicola,"Klockenhoff, 1971a:134",,,,,,,,
magnidens,magnidens,"Stafford, 1943:41",,,,,,,,
major,major,"Piaget, 1880:441",Menopon,,,,,,,
malayensis,malayensis,"Klockenhoff, 1969:403",,,,,,,,
manipurensis,manipurensis,"Tandan, 1972c:377",,,,,,,,
meinertzhageni,meinertzhageni,"Tandan & Clay, 1971:226",,,,,,,,
melanorum,melanorum,"Kellogg, 1896b:532",Menopon,,,,,,,
mellori,mellori,"Klockenhoff, 1973:412",,,,,,,,
mendesi,mendesi,"Tendeiro, 1993b:58",,,,,,,,
mera,mera,"Piaget, 1885:108",Menopon,,,,,,,
mesoleuca,cornicis,,Liotheum,,mesoleuca,"Hopkins & Clay, 1952:231",,,,
mesoleuca americana,interrupta,,Menopon,,,,mesoleuca americana,"Kellogg, 1896b:539",,
mexicana,mexicana,"Klockenhoff, 1974b:561",,,,,,,,
minuscula,minuscula,"Piaget, 1885:104",Menopon,,,,,,,
mirabile,mirabile,"Carriker {& Diaz-Ungria}, 1961:26",Ramphasticola,,,,,,,
mirabilis,mirabilis,"Carriker, 1903:175",Colpocephalum,,,,,,,
monilegeri,monilegeri,"Tandan, 1972c:388",,,,,,,,
montana,montana,"Clay, 1966c:367",,,,,,,,
niethammeri,hirsuta,,Ramphasticola,,niethammeri,,,,,
nigra,nigra,"Kellogg & Paine, 1911c:151",Menopon,,,,,,,
novabritannica,novabritannica,"Klockenhoff, 1972:263",,,,,,,,
nuristaniensis,nuristaniensis,"Klockenhoff, 1969:389",,,,,,,,
obovata,obovata,"Piaget, 1880:429",Menopon,,,,,,,
orientalis,orientalis,"Tandan, 1972c:398",,,,,,,,
ovatula,ovatula,"Eichler, 1951a:53",,,,,,,,
pachycephalae,pachycephalae,"Palma & Klockenhoff, 1988:557",,,,,,,,
palloris,palloris,"Carriker, 1903:189",Menopon,,,,,,,
patkaiensis,patkaiensis,"Tandan, 1972c:394",,,,,,,,
pectinata,pectinata,"Clay, 1965:117",,,,,,,,
peninsularis,peninsularis,"Ansari, 1955c:53",,,,,,,,
philippinensis,philippinensis,"Klockenhoff, 1969:414",,,,,,,,
piageti,piageti,"Harrison, 1916:59",,,,,,,,
piageti,latifrons,,Nitzschia,,piageti,"Hopkins & Clay, 1952:232",,,,
picae,picae,"L., 1758:612",Pediculus,,,,,,,
picta,picta,"Carriker, 1955b:40",,,,,,,,
pilosa,pilosa,"Piaget, 1880:432",Menopon,,,,,,,
pricei,pricei,"Clay, 1966c:351",,,,,,,,
prionopsis,prionopsis,"Klockenhoff & Tendeiro, 1989:275",,,,,,,,
proterva,proterva,"Z{l-}otorzycka, 1964a:174",Liquidea,,,,,,,
psittaci,psittaci,"Carriker, 1955b:38",,,,,,,,
ptilorhynchi,ptilorhynchi,"Ponton, 1871:8",Menopon,,,,,,,
ptilostomi,ptilostomi,"Bedford, 1939b:133",,,,,,,,
pullula,pullula,"Piaget, 1885:105",Menopon,,,,,,,
pungens,pungens,"Piaget, 1890a:253",Colpocephalum,,,,,,,
pycnonoti,pycnonoti,"Eichler, 1947a:18",,,,,,,,
quadrifasciata,quadrifasciata,"Piaget, 1880:440",Menopon,,,,,,,
quadrimaculata,quadrimaculata,"Carriker, 1902:223",Colpocephalum,,,,,,,
queleae,queleae,"Tendeiro, 1964:182",,,,,,,,
regius,regius,"Ansari, 1956a:174",,,,,,,,
ridulosa,ridulosa,"Kellogg & Chapman, 1899:135",Menopon,,,,,,,
robsoni,robsoni,"Cummings, 1914:169",Menopon,,,,,,,
rohi,rohi,"Ansari, 1956a:170",,,,,,,,
rustica,rustica,"Giebel, 1874:288",Menopon,,,,,,,
salimalii,salimalii,"Tandan & Clay, 1971:222",,,,,,,,
satbhai,satbhai,"Ansari, 1951:178",,,,,,,,
saturata,saturata,"Piaget, 1885:96",Menopon,,,,,,,
scabiei,incerta,,,,scabiei,"Clay, 1966c:349",,,,
schizotergum,schizotergum,"Klockenhoff, 1972:258",,,,,,,,
seguyi,seguyi,"Tendeiro, 1958e:230",,,,,,,,
sehri,sehri,"Ansari, 1951:177",,,,,,,,
seminuda,seminuda,"Eichler, 1951a:53",,,,,,,,
serini,serini,"Séguy, 1944:80",Menopon,,,,,,,
shirakii,shirakii,"Uchida, 1920:645",,,,,,,,
siamensis,siamensis,"Klockenhoff, 1969:408",,,,,,,,
sikkimensis,sikkimensis,"Tandan, 1972c:382",,,,,,,,
simplex,simplex,"Ansari, 1956a:168",,,,,,,,
sindianus,sindianus,"Ansari, 1955c:58",,,,,,,,
singularis,singularis,"Tandan, 1972c:382",,,,,,,,
sjoestedti,sjoestedti,"Kellogg, 1910a:50",Colpocephalum,,,,,,,
somaliensis,somaliensis,"Klockenhoff & Schirmers, 1976:325",,,,,,,,
splendens,bakttitar,,,,splendens,"Klockenhoff, 1973:405",,,,
splendenticola,splendenticola,"Klockenhoff, 1973:409",,,,,,,,
srivastava,srivastava,"Clay, 1970b:563",,,,,,,,
stenodesma,stenodesma,"Carriker, 1903:184",Menopon,,,,,,,
strangeri,strangeri,"Clay, 1970a:135",,,,,,,,
strobilisternata,strobilisternata,"Eichler, 1956:100",,,,,,,,
struthidea,struthidea,"Thompson, 1939:534",,,,,,,,
subaequalis,cornicis,,Liotheum,,subaequalis,"Hopkins & Clay, 1952:233",,,,
subanaspila,subanaspila,"Bedford, 1939b:131",,,,,,,,
subcoracis,subcoracis,"Klockenhoff & Schirmers, 1976:315",,,,,,,,
subdissimilis,subdissimilis,"Uchida, 1926:6",,,,,,,,
sultanpurensis,sultanpurensis,"Ansari, 1951:183",,,,,,,,
takayamai,takayamai,"Uchida, 1926:11",,,,,,,,
tchagrae,tchagrae,"Klockenhoff & Tendeiro, 1989:278",,,,,,,,
teraokai,teraokai,"Uchida, 1918:490",,,,,,,,
textoris,textoris,"Klockenhoff, 1984b:270",,,,,,,,
thailandensis,thailandensis,"Tandan, 1972c:381",,,,,,,,
thoracica,thoracica,"Giebel, 1874:287",Menopon,,,,,,,
thoracica major,carrikeri,,Menopon,,,,thoracica major,"Carriker, 1903:187",,
tibetana,tibetana,"Klockenhoff & Schirmers, 1976:323",,,,,,,,
timmermanni,timmermanni,"Klockenhoff, 1974b:557",,,,,,,,
trinoton,trinoton,"Piaget, 1880:431",Menopon,,,,,,,
tristicola,tristicola,"Klockenhoff, 1980a:438",,,,,,,,
trithorax,trithorax,"Piaget, 1885:97",Menopon,,,,,,,
troglodyti,troglodyti,"Denny, 1842:200",Menopon,,,,,,,
tropicalis,tropicalis,"Clay, 1968:216",,,,,,,,
ugandanus,ugandanus,"Tendeiro, 1989g:104",,,,,,,,
urocissae,urocissae,"Uchida, 1917a:186",Menopon,,,,,,,
usitata,anathorax,,Neomyrsidella,,usitata,"Clay, 1966c:389",,,,
varia,varia,"Ansari, 1956a:172",,,,,,,,
victrix,victrix,"Waterston, 1915b:13",,,,,,,,
victrix brevicarinatus,victrix,,,,,,victrix brevicarinatus,"Carriker {& Diaz-Ungria}, 1961:16 ",,
victrix ceciliae,victrix,,,,,,victrix ceciliae,"Carriker {& Diaz-Ungria}, 1961:14 ",,
victrix waterstoni,victrix,,,,,,victrix waterstoni,"Carriker {& Diaz-Ungria}, 1961:14 ",,
viduae,viduae,"Tendeiro, 1993b:57",,,,,,,,
vincula,vincula,"Le Souëf & Bullen, 1902a:158",Colpocephalum,,,,,,,
vinlandica,vinlandica,"Klockenhoff & Schirmers, 1976:309",,,,,,,,
woltersi,woltersi,"Klockenhoff, 1975:222",,,,,,,,
pteroclurus,pteroclurus,"Bedford, 1920b:170",,,,,,,,
aduncum,milvus,,,,aduncum,"Price, Palma & Hellenthal, 1997:541",,,,
atyeoi,atyeoi,"Price & Emerson, 1984a:213",,,,,,,,
australiense,australiense,"Price, 1976a:23",,,,,,,,
casteli,casteli,"Tendeiro, 1959a:208",,,,,,,,
chanabense,chanabense,"Ansari, 1951:133",Columbimenopon,,,,,,,
clayae,clayae,"Price & Beer, 1963c:522",,,,,,,,
fulvofasciatum minus,lucidum,,Menopon,,,,fulvofasciatum minus,"Piaget, 1880:418",,
haliasturis,haliasturis,"Tendeiro, 1979a:45",,,,,,,,
krappi,krappi,"Tendeiro, 1993a:50",,,,,,,,
lucidum,lucidum,"Rudow, 1869a:402",Menopon,,,,,,,
lucidum pyargus,lucidum,,,,,,lucidum pyargus,"Tendeiro, 1959a:199 ",,
milvus,milvus,"Tendeiro, 1959a:205",,,,,,,,
rotundifrons,lucidum,,Menopon,,rotundifrons,"Tendeiro, 1959a:194",,,,
antennatus,antennatus,"Kellogg & Paine, 1911c:150",Menopon,,,,,,,
longicornis,antennatus,,,,longicornis,"Hopkins & Clay, 1952:250",,,,
clayae,clayae,"Tendeiro, 1960c:45",,,,,,,,
dekeyseri,dekeyseri,"Tendeiro, 1961c:293",,,,,,,,
phoeniculi,phoeniculi,"Clay & Meinertzhagen, 1941:338",,,,,,,,
clayae,clayae,"Wiseman, 1966:355",,,,,,,,
crotophagae,crotophagae,"Stafford, 1943:47",Colpocephalum,,,,,,,
guiraensis,guiraensis,"Kellogg, 1906a:47",Colpocephalum,,,,,,,
incerta,crotophagae,,Ardeiphilus,,incerta,"Price, 1970d:134",,,,
pectinifera,pectinifera,"Piaget, 1885:90",Menopon,,,,,,,
sulcirostriae,sulcirostriae,"Wiseman, 1963:103",,,,,,,,
fuscatae,fuscatae,"Price, 1966c:833",,,,,,,,
gressitti,gressitti,"Price, 1966c:829",,,,,,,,
nelsoni,nelsoni,"Price, 1966c:829",,,,,,,,
shanahani,shanahani,"Price, 1966c:831",,,,,,,,
africana,africana,"Bedford, 1931b:236",Tetrophthalmus,,,,,,,
australis,africana,,Tetrophthalmus,,australis,"Price, 1970a:394",,,,
bursaepelecani,bursaepelecani,"Perry, 1876:81",Trinoton,,,,,,,
caputincisum,caputincisum,"Eichler, 1950a:106",,,,,,,,
chilensis,chilensis,"Grosse, 1885:534",Tetrophthalmus,,,,,,,
consanguinea,peralis,,Menopon,,consanguinea,"Hopkins & Clay, 1952:292",,,,
incomposita,incomposita,"Kellogg & Chapman, 1899:123",Menopon,,,,,,,
peralis,peralis,"Leidy, 1878:100",Menopon,,,,,,,
ragazzii,peralis,,Menopon,,ragazzii,"Hopkins & Clay, 1952:292",,,,
subtitan,titan,,Tetrophthalmus,,subtitan,"Price, 1970a:396",,,,
titan,titan,"Piaget, 1880:503",Menopon,,,,,,,
titan impar,peralis,,Menopon,,,,titan impar,"Kellogg, 1896a:165",,
titan linearis,bursaepelecani,,Menopon,,,,titan linearis,"Kellogg, 1896a:165",,
titschacki,transitans,,Tetrophthalmus,,titschacki,"Hopkins & Clay, 1952:292",,,,
transitans,transitans,"Ewing, 1930a:125",Tetrophthalmus,,,,,,,
vigua,vigua,"Eichler, 1943h:135",Tetrophthalmus,,,,,,,
cayennensis,cayennensis,"Emerson & Price, 1969b:161",,,,,,,,
eudocimus,eudocimus,"Tuff, 1965b:233",,,,,,,,
geronticus,geronticus,"Ledger, 1971a:94",,,,,,,,
mamillatus,mamillatus,"Piaget, 1885:114",Menopon,,,,,,,
plegadis,plegadis,"Dubinin, 1938:178",Menopon,,,,,,,
threskiornis,threskiornis,"Bedford, 1939b:139",,,,,,,,
zumpti,zumpti,"Ledger, 1973:15",,,,,,,,
burmensis,burmensis,"Mey, 1991a:220",,,,,,,,
australis,australis,"Price & Emerson, 1986a:206",,,,,,,,
bracofortei,bracofortei,"Tendeiro, 1965a:38",,,,,,,,
brazi,pilosum,,,,brazi,"Price, 1974a:74",,,,
carrikeri,carrikeri,"Price, 1974a:75",,,,,,,,
cinereum,cinereum,"Piaget, 1885:111",Menopon,,,,,,,
concretum,concretum,"Piaget, 1880:481",Menopon,,,,,,,
crecis,crecis,"Bechet, 1963a:75",,,,,,,,
delicatulum,pilosum,,Menopon,,delicatulum,"Price, 1974a:74",,,,
dolium,dolium,"Rudow, 1869a:393",Colpocephalum,,,,,,,
grebenjukae,grebenjukae,"Kasiev, 1982:111",,,,,,,,
insolens frescai,dolium,,,,,,insolens frescai,"Eichler, 1952a:33 ",,
jacintoi,pilosum,,,,jacintoi,"Price, 1974a:74",,,,
janiszewskae,dolium,,,,janiszewskae,"Price, 1974a:77",,,,
lanceolatum,lanceolatum,"Tendeiro, 1965a:41",,,,,,,,
mcclurei,mcclurei,"Price, 1974a:75",,,,,,,,
meinertzhageni,meinertzhageni,"Price, 1974a:81",,,,,,,,
mendesi,concretum,,,,mendesi,"Price, 1974a:78",,,,
mendesi porphyrii,concretum,,,,,,mendesi porphyrii,"Tendeiro, 1965a:35 ",,
parumpilosum,scopulacorne,,Menopon,,parumpilosum,"Price, 1974a:75",,,,
pflegeri,pflegeri,"Eichler, 1952a:34",,,,,,,,
phoenicuri,phoenicuri,"Price, 1974a:79",,,,,,,,
pilgrimi,pilgrimi,"Price, 1974a:81",,,,,,,,
pilosum,pilosum,"Scopoli, 1763:384",Pediculus,,,,,,,
poliocephalus,concretum,,,,poliocephalus,"Price, 1974a:78",,,,
qadrii,qadrii,"Eichler, 1952a:35",,,,,,,,
ralliculae,ralliculae,"Price, 1974a:80",,,,,,,,
rostratulae,rostratulae,"Bedford, 1919:722",,,,,,,,
rowani,scopulacorne,,,,rowani,"Price, 1974a:75",,,,
scitum,pilosum,,Menopon,,scitum,"Price, 1974a:74",,,,
scopulacorne,scopulacorne,"Denny, 1842:200",Menopon,,,,,,,
stresemanni,stresemanni,"Eichler, 1949d:250",,,,,,,,
stuchlyi,dolium,,,,stuchlyi,"Price, 1974a:77",,,,
thompsoni,pilosum,,,,thompsoni,"Hopkins & Clay, 1952:303",,,,
timmermanni,lanceolatum,,,,timmermanni,"Price, 1974a:82",,,,
tridens,pilosum,,Menopon,,tridens,"Hopkins & Clay, 1952:303",,,,
tridens costaricense,scopulacorne,,Menopon,,,,tridens costaricense,"Carriker, 1903:178",,
tridens insolens,dolium,,Menopon,,,,tridens insolens,"Kellogg, 1896a:166",,
tridens major,pilosum,,Menopon,,,,tridens major,"Piaget, 1880:480",,
tridens pacificum,pilosum,,Menopon,,,,tridens pacificum,"Kellogg, 1896a:166",,
tridens par,dolium,,Menopon,,,,tridens par,"Kellogg, 1896a:166",,
zlotorzyckae,pilosum,,,,zlotorzyckae,"Price, 1974a:74",,,,
amazonicus,amazonicus,"Carriker, 1963d:462",,,,,,,,
ambiguus,ambiguus,"Carriker, 1954b:154",,,,,,,,
anduzei,anduzei,"Stafford, 1943:43",Colpocephalum,,,,,,,
aratingae,aratingae,"Price & Beer, 1968:274",,,,,,,,
brotogerisi,brotogerisi,"Price & Beer, 1968:271",,,,,,,,
burhinoides,forpi,,Colpocephalum,,burhinoides,"Price & Beer, 1968:271",,,,
burmeisteri,burmeisteri,"Kellogg, 1906a:48",Colpocephalum,,,,,,,
carrikeri,carrikeri,"Price & Beer, 1968:269",,,,,,,,
dalgleishi,dalgleishi,"Price, 1969b:394",,,,,,,,
farinosae,farinosae,"Price & Beer, 1968:269",,,,,,,,
forpi,forpi,"Carriker, 1954b:156",,,,,,,,
genitalis,genitalis,"Carriker, 1963d:460",,,,,,,,
hyacinthini,hyacinthini,"Price & Beer, 1968:264",,,,,,,,
kelloggi,kelloggi,"Carriker, 1954b:151",,,,,,,,
mitratae,mitratae,"Price & Beer, 1968:265",,,,,,,,
molinae,molinae,"Price & Beer, 1968:273",,,,,,,,
nandayi,nandayi,"Price, 1969b:393",,,,,,,,
nobilis,genitalis,,,,nobilis,"Price & Beer, 1968:265",,,,
patagoni,patagoni,"Price & Beer, 1968:273",,,,,,,,
pyrrhurae,pyrrhurae,"Price & Beer, 1968:273",,,,,,,,
rubrogenysi,rubrogenysi,"Price & Beer, 1968:265",,,,,,,,
versicoluri,versicoluri,"Price, 1969b:394",,,,,,,,
acuticeps,heterocephalum,,Menopon,,acuticeps,"Price & Beer, 1966a:952",,,,
africapon,impar,,,,africapon,"Price & Beer, 1966a:953",,,,
appendiculatum,heterocephalum,,Menopon,,appendiculatum,"Hopkins & Clay, 1952:304",,,,
bifurcatum,bifurcatum,"Piaget, 1880:423",Menopon,,,,,,,
crassiceps,impar,,Colpocephalum,,crassiceps,"Hopkins & Clay, 1952:305",,,,
gulielmi,gulielmi,"Price & Beer, 1966a:954",,,,,,,,
heterocephalum,heterocephalum,"Nitzsch [In Giebel], 1874:267",Colpocephalum,,,,,,,
impar,impar,"Piaget, 1885:94",Menopon,,,,,,,
impar poicephalus,impar,,Menopon,,,,impar poicephalus,"Bedford, 1920a:718",,
impar scalaris,heterocephalum,,Menopon,,,,impar scalaris,"Piaget, 1885:95",,
pachypus,impar,,Colpocephalum,,pachypus,"Price & Beer, 1966a:953",,,,
vittosum,heterocephalum,,Colpocephalum,,vittosum,"Hopkins & Clay, 1952:305",,,,
sudanensis,sudanensis,"Clay & Price, 1970a:121",,,,,,,,
irianensis,irianensis,"Price & Emerson, 1975a:432",,,,,,,,
mirabilis,mirabilis,"Hopkins, 1948:106",,,,,,,,
kingi,kingi,"Emerson & Price, 1967a:103",,,,,,,,
lusius,lusius,"Paine, 1914b:2",,,,,,,,
spencei,spencei,"Emerson, 1958b:102",,,,,,,,
aculeatum,aculeatum,"Piaget, 1885:136",,,,,,,,
alopochen,alopochen,"Tendeiro, 1960c:73",,,,,,,,
anserinum,anserinum,"Fabricius [J.C.], 1805:345",Pediculus,,,,,,,
anserinum cygni,anserinum,,,,,,anserinum cygni,"Eichler, 1943e:97 ",,
anseris,anserinum,,Pediculus,,anseris,"Hopkins & Clay, 1952:357",,,,
biguttatum,unidentifiable,,,,biguttatum,"Hopkins & Clay, 1952:357",,,,
conspurcatum,anserinum,,Liotheum,,conspurcatum,"Hopkins & Clay, 1952:357",,,,
continuum,anserinum,,,,continuum,"Hopkins & Clay, 1952:357",,,,
emersoni,emersoni,"Clay, 1963b:89",,,,,,,,
femoratum,femoratum,"Piaget, 1880:593",,,,,,,,
