type_host,host_species,host_auth,host_order,host_family,invalid_host,host_ref,family,generic,genus,genus_ref,genus_type,genus_type_ref,specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref,genus_syn,genus_syn_ref,genus_new_syn
*,Aotus azarai,Humboldt) ,Primates,Ceb.,,,GYROPIDAE,Aotiella,Aotiella,"Eichler, 1949b:11",Gyropus aotophilus,Ewing,aotophilus,aotophilus,"Ewing, 1924a:23",Tetragyropus,,,,,,,,,,
*,Aotus trivirgatus,Humboldt) ,Primates,Ceb.,,,GYROPIDAE,Aotiella,Aotiella,"Eichler, 1949b:11",Gyropus aotophilus,Ewing,hershkovitzi,hershkovitzi,"Price & Timm, 1995:662",,,,,,,,,,,
*,Proechimys brevicauda,Günther) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,aequatorialis,aequatorialis,"Werneck, 1948:46 ",,Gliricola,,,,,,,,,
,Proechimys longicaudatus,Rengger) ,Rodentia,Echimy.,,"Emerson & Price, 1981b:43",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,aequatorialis,aequatorialis,"Werneck, 1948:46 ",,Gliricola,,,,,,,,,
*,Diplomys labilis,Bangs) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,arboricola,arboricola,"Méndez, 1969:501 ",,Gliricola,,,,,,,,,
*,Mysateles prehensilis,Poeppig) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,armatus,armatus,"Werneck, 1944c:397 ",,Hutiaphilus,,,,,,,,,
*,Cavia porcellus,L.) ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,bicaudatus,porcelli,,Gyropus,,bicaudatus,"Hopkins & Clay, 1952:144",,,,,,,
*,Cavia porcellus,L.) ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,bifurcatus,porcelli,,Pediculus,,bifurcatus,"Hopkins & Clay, 1952:144",,,,,,,
,Cavia aperea,Erxleben ,Rodentia,Cavi.,,"Hopkins & Clay, 1952:144",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,brasiliensis,brasiliensis,"Werneck, 1934b:168 ",,Gliricola,,,,,,,,,
*,Cavia porcellus,,Rodentia,Cavi.,? ID,"Hopkins & Clay, 1952:144",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,brasiliensis,brasiliensis,"Werneck, 1934b:168 ",,Gliricola,,,,,,,,,
*,Dactylomys peruanus,Allen) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,brooksae,brooksae,"Price & Timm, 2002:866 ",,Gliricola,,,,,,,,,
*,Proechimys cayennensis,Desmarest ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,calcaratus,calcaratus,"Werneck, 1937a:13 ",,Gliricola,,,,,,,,,
*,Capromys pilorides,Say) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,capromydis,capromydis,"Werneck, 1944c:394 ",,Hutiaphilus,,,,,,,,,
*,Proechimys cayennensis,Desmarest ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,columbanus,columbanus,"Werneck, 1944c:392 ",,Gliricola,,,,,,,,,
*,Capromys pilorides,Say) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,cubanus,cubanus,"Werneck, 1944c:397 ",,Hutiaphilus,,,,,,,,,
*,Cuscomys ashaninka,Emmons ,Rodentia,Abrocom.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,cutkompi,cutkompi,"Price & Timm, 2002:864 ",,Gliricola,,,,,,,,,
*,Kannabateomys amblyonyx,Wagner) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,decurtatus,decurtatus,"Neumann, 1912b:216",Gyropus,Gliricola,,,,,,,,,
*,Cavia aperea,Erxleben ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,distinctus,distinctus,"Ewing, 1924a:32 ",,Gliricola,,,,,,,,,
,Cavia porcellus,L.) ,Rodentia,Cavi.,,"Emerson & Price, 1981b:40",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,distinctus,distinctus,"Ewing, 1924a:32 ",,Gliricola,,,,,,,,,
,Proechimys albispinus,Geoffroy St.-Hilaire) ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,echimydis,echimydis,"Werneck, 1933c:344 ",,Gliricola,,,,,,,,,
,Proechimys cayennensis,Desmarest ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,echimydis,echimydis,"Werneck, 1933c:344 ",,Gliricola,,,,,,,,,
,Proechimys dimidiatus,Günther) ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,echimydis,echimydis,"Werneck, 1933c:344 ",,Gliricola,,,,,,,,,
*,Proechimys iheringi,Thomas,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,echimydis,echimydis,"Werneck, 1933c:344 ",,Gliricola,,,,,,,,,
*,Mysateles prehensilis,Poeppig) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,ewingi,ewingi,"Werneck, 1944c:399 ",,Hutiaphilus,,,,,,,,,
*,Echimys dasythrix,Hensel) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,fonsecai,fonsecai,"Werneck, 1933d:86 ",,Gliricola,,,,,,,,,
*,Cavia porcellus,L.) ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,gracilis,porcelli,,Gyropus,,gracilis,"Hopkins & Clay, 1952:145",,,,,,,
*,Mesomys hispidus,Desmarest) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,halli,halli,"Price & Timm, 1993:354 ",,Gliricola,,,,,,,,,
*,Proechimys hoplomyoides,Tate) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,handleyi,handleyi,"Emerson & Price, 1975:24 ",,Gliricola,,,,,,,,,
*,Proechimys albispinus albispinus,Geoffroy St.-Hilaire) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,humilis,humilis,"Werneck, 1951:306 ",,Gliricola,,,,,,,,,
*,Cavia aperea,Erxleben ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,lindolphoi,lindolphoi,"Werneck, 1942a:302 ",,Gliricola,,,,,,,,,
,Cavia porcellus,L.) ,Rodentia,Cavi.,,"Emerson & Price, 1975:13",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,lindolphoi,lindolphoi,"Werneck, 1942a:302 ",,Gliricola,,,,,,,,,
*,Dasyprocta leporina,L.)  ? host ,,,,"Hopkins & Clay, 1952:145",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,longicollis,longicollis,"Burm., 1838:443",Gyropus,,,,,,,,,,
*,Proechimys iheringi,Thomas ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,maculatus,maculatus,"Werneck, 1942a:307 ",,Gliricola,,,,,,,,,
*,Echimys braziliensis,Waterhouse) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,marajoensis,marajoensis,"Werneck, 1942a:310 ",,Gliricola,,,,,,,,,
,Echimys semivillosus,Geoffroy St.-Hilaire) ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,marajoensis,marajoensis,"Werneck, 1942a:310 ",,Gliricola,,,,,,,,,
*,Proechimys semispinosus,Tomes) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,mendezi,mendezi,"Emerson & Price, 1975:28 ",,Gliricola,,,,,,,,,
,Euryzygomatomys spinosus,Fischer) ,Rodentia,Echimy.,,"Castro & Cicchino, 1987a:361",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,mesomydis,mesomydis,"Werneck, 1933c:339 ",,Gliricola,,,,,,,,,
*,Euryzygomatomys spinosus catellus,Thomas,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,mesomydis,mesomydis,"Werneck, 1933c:339 ",,Gliricola,,,,,,,,,
*,Cavia porcellus,L.) ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,mexicanus,porcelli,,,,mexicanus,"Hopkins & Clay, 1952:145",,,,,,,
*,Isothrix bistriata,Wagner ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,mirandai,mirandai,"Werneck, 1935:597 ",,Gliricola,,,,,,,,,
*,Geocapromys ingrahami,Allen) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,omahonyi,omahonyi,"Werneck, 1951:309 ",,Hutiaphilus,,,,,,,,,
*,Euryzygomatomys spinosus,Fischer)  ? ID ,,,,"Hopkins & Clay, 1952:145",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,palladius,palladius,"Kéler, 1943:189 ",,Gliricola,,,,,,,,,
,Proechimys semispinosus,Tomes) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,panamensis,panamensis,"Werneck, 1944c:391 ",,Gliricola,,,,,,,,,
*,Sigmodon hispidus chiriquensis,,,,? host,"Hopkins & Clay, 1952:145",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,panamensis,panamensis,"Werneck, 1944c:391 ",,Gliricola,,,,,,,,,
*,Echimys grandis,Wagner) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,paraensis,paraensis,"Werneck, 1942a:309 ",,Gliricola,,,,,,,,,
*,Mysateles melanurus,Poey) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,pinei,pinei,"Price & Timm, 1997:294 ",,Hutiaphilus,,,,,,,,,
*,"""Unidentified""",,,,? ID,"Hopkins & Clay, 1952:145",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,pintoi,pintoi,"Werneck, 1935:597 ",,Gliricola,,,,,,,,,
,Proechimys cayennensis,Desmarest ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,pintoi,pintoi,"Werneck, 1935:597 ",,Gliricola,,,,,,,,,
,Proechimys oris,Thomas ,Rodentia,Echimy.,,"Hopkins & Clay, 1952:145",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,pintoi,pintoi,"Werneck, 1935:597 ",,Gliricola,,,,,,,,,
,Cavia aperea,Erxleben ,Rodentia,Cavi.,,"Werneck, 1948:39",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,porcelli,porcelli,"Schrank, 1781:500",Pediculus,Gliricola,,,,,,,,,
,Cavia fulgida,Wagler ,Rodentia,Cavi.,,"Werneck, 1948:39",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,porcelli,porcelli,"Schrank, 1781:500",Pediculus,Gliricola,,,,,,,,,
*,Cavia porcellus,L.),Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,porcelli,porcelli,"Schrank, 1781:500",Pediculus,Gliricola,,,,,,,,,
,Cavia tschudii,Fitzinger ,Rodentia,Cavi.,,"Werneck, 1948:39",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,porcelli,porcelli,"Schrank, 1781:500",Pediculus,Gliricola,,,,,,,,,
*,Kerodon moco,,,,? host,"Hopkins & Clay, 1952:145",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,porcelli perfoliatus,porcelli,,Gyropus,,,,porcelli perfoliatus,"Neumann, 1912b:216",,,,,
*,Cavia tschudii,,,,? host,"Hopkins & Clay, 1952:146",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,quadrisetosus,quadrisetosus,"Ewing, 1924a:30",Paragliricola,Gliricola,,,,,,,,,
,Galea musteloides,Meyen ,Rodentia,Cavi.,,"Hopkins & Clay, 1952:146",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,quadrisetosus,quadrisetosus,"Ewing, 1924a:30",Paragliricola,Gliricola,,,,,,,,,
,Galea spixii,Wagler) ,Rodentia,Cavi.,,"Emerson & Price, 1981b:40",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,quadrisetosus,quadrisetosus,"Ewing, 1924a:30",Paragliricola,Gliricola,,,,,,,,,
*,Geocapromys ingrahami,Allen) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,rabbi,rabbi,"Price & Timm, 1997:292 ",,Hutiaphilus,,,,,,,,,
*,Cavia porcellus,L.) ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,saviae,porcelli,,Pediculus,,saviae,"Hopkins & Clay, 1952:145",,,,,,,
*,Mysateles melanurus,Poey) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,schwartzi,schwartzi,"Price & Timm, 1997:292 ",,Hutiaphilus,,,,,,,,,
*,Cavia aperea,Erxleben ,Rodentia,Cavi.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,spinosus,distinctus,,,,spinosus,"Hopkins & Clay, 1952:145",,,,,,,
*,Hoplomys gymnurus,Thomas) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,sylvatica,sylvatica,"Méndez, 1969:503 ",,Gliricola,,,,,,,,,
,Proechimys canicollis,Allen) ,Rodentia,Echimy.,,"Emerson & Price, 1975:28",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,tiptoni,tiptoni,"Emerson & Price, 1975:24 ",,Gliricola,,,,,,,,,
,Proechimys cayennensis,Desmarest ,Rodentia,Echimy.,,"Emerson & Price, 1975:28",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,tiptoni,tiptoni,"Emerson & Price, 1975:24 ",,Gliricola,,,,,,,,,
*,Proechimys semispinosus,Tomes),Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,tiptoni,tiptoni,"Emerson & Price, 1975:24 ",,Gliricola,,,,,,,,,
,Proechimys canicollis,Allen) ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,venezuelanus,venezuelanus,"Emerson & Price, 1975:18 ",,Gliricola,,,,,,,,,
*,Proechimys cayennensis,Desmarest,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,venezuelanus,venezuelanus,"Emerson & Price, 1975:18 ",,Gliricola,,,,,,,,,
,Proechimys oris,Thomas ,Rodentia,Echimy.,,"Emerson & Price, 1981b:44",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,venezuelanus,venezuelanus,"Emerson & Price, 1975:18 ",,Gliricola,,,,,,,,,
,Proechimys semispinosus,Tomes) ,Rodentia,Echimy.,,"Emerson & Price, 1975:18",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,venezuelanus,venezuelanus,"Emerson & Price, 1975:18 ",,Gliricola,,,,,,,,,
,Proechimys semispinosus,Tomes) ,Rodentia,Echimy.,,"Emerson & Price, 1981b:44",GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,vogelsangi,vogelsangi,"Werneck, 1951:303 ",,Gliricola,,,,,,,,,
*,Proechimys trinitatis,Allen & Chapman),Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,vogelsangi,vogelsangi,"Werneck, 1951:303 ",,Gliricola,,,,,,,,,
*,Proechimys semispinosus,Tomes) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,wenzeli,wenzeli,"Emerson & Price, 1975:18 ",,Gliricola,,,,,,,,,
*,Mysateles melanurus,Poey) ,Rodentia,Capromy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,wernecki,wernecki,"Price & Timm, 1997:295 ",,Hutiaphilus,,,,,,,,,
*,Mesomys hispidus,Desmarest) ,Rodentia,Echimy.,,,GYROPIDAE,Gliricola,Gliricola,"Mjöberg, 1910a:292",Gyropus gracilis,Nitzsch,woodmani,woodmani,"Price & Timm, 1993:353 ",,Gliricola,,,,,,,,,
*,Thrichomys apereoides laurenteus,Thomas ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,cercomydis,cercomydis,"Werneck, 1942b:25",,,,,,,,,,,
*,Euryzygomatomys spinosus catellus,Thomas ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,cruzi,cruzi,"Werneck, 1933b:153",Tetragyropus,,,,,,,,,,
*,Diplomys labilis,Bangs) ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,diplomys,diplomys,"Méndez, 1967b:555",,,,,,,,,,,
*,Aconaemys fuscus,Waterhouse) ,Rodentia,Octodont.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,elongatus,elongatus,"Castro, Cicchino & Torres-Mura, 1987:43",,,,,,,,,,,
*,Proechimys semispinosus panamensis,Thomas ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,emersoni,emersoni,"Méndez, 1969:497",,,,,,,,,,,
*,Thrichomys apereoides inermis,Pictet) ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,freitasi,freitasi,"Werneck, 1942b:21",,,,,,,,,,,
*,Thrichomys apereoides fosteri,Thomas) ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,lenti distinctus,,,,,,,,,lenti distinctus,"Werneck, 1948:68",,,
*,Thrichomys apereoides laurenteus,Thomas ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,lenti lenti,,,,,,,,,lenti lenti,"Werneck, 1936b:845",,,
*,Proechimys setosus,Desmarest) ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,limai,limai,"Werneck, 1948:65",,,,,,,,,,,
*,Kerodon rupestris,Wied) ,Rodentia,Cavi.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,lineatus,lineatus,"Neumann, 1912b:218",,,,,,,,,,,
*,Abrocoma bennetti,Waterhouse ,Rodentia,Abrocom.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,longus,longus,"Neumann, 1912b:222",,,,,,,,,,,
*,Proechimys iheringi,Thomas ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,martini iheringi,,,,,,,,,martini iheringi,"Werneck, 1948:64",,,
*,Proechimys albispinus,Geoffroy St.-Hilaire) ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,martini martini,,,Tetragyropus,,,,,,martini martini,"Werneck, 1934c:277",,,
,Proechimys dimidiatus,Günther) ,Rodentia,Echimy.,,"Emerson & Price, 1981b:43",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,martini martini,,,Tetragyropus,,,,,,martini martini,"Werneck, 1934c:277",,,
*,"""Undeter wild rat""",,,,? host,"Hopkins & Clay, 1952:161",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,martini matthaeensis,,,,,,,,,martini matthaeensis,"Werneck, 1948:65",,,
*,Hoplomys gymnurus truei,Allen ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,mesoamericanus,mesoamericanus,"Méndez, 1969:499",,,,,,,,,,,
*,Cavia porcellus,L.) ,Rodentia,Cavi.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,mexicanus,ovalis,,Macrogyropus,,mexicanus,"Hopkins & Clay, 1952:161",,,,,,,
,Cavia aperea,Erxleben ,Rodentia,Cavi.,,"Werneck, 1948:53",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,ovalis,ovalis,"Burm., 1838:443",,,,,,,,,,,
,Cavia fulgida,Wagler ,Rodentia,Cavi.,,"Werneck, 1948:53",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,ovalis,ovalis,"Burm., 1838:443",,,,,,,,,,,
*,Cavia porcellus,L.),Rodentia,Cavi.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,ovalis,ovalis,"Burm., 1838:443",,,,,,,,,,,
,Cavia tschudii,Fitzinger ,Rodentia,Cavi.,,"Werneck, 1948:53",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,ovalis,ovalis,"Burm., 1838:443",,,,,,,,,,,
*,Euryzygomatomys spinosus,Fischer) ,Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parasetosus,parasetosus,"Werneck, 1935:598",,,,,,,,,,,
,Proechimys cayennensis,Desmarest ,Rodentia,Echimy.,,"Emerson & Price, 1981b:43",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parasetosus,parasetosus,"Werneck, 1935:598",,,,,,,,,,,
,Proechimys longicaudatus,Rengger) ,Rodentia,Echimy.,,"Emerson & Price, 1981b:43",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parasetosus,parasetosus,"Werneck, 1935:598",,,,,,,,,,,
,Proechimys trinitatis,Allen & Chapman),Rodentia,Echimy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parasetosus,parasetosus,"Werneck, 1935:598",,,,,,,,,,,
,Ctenomys australis,Rusconi ,Rodentia,Ctenomy.,,"Cicchino & Castro, 1994:6",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parvus,parvus,"Ewing, 1924a:11",Monogyropus,,,,,,,,,,
,Ctenomys azarae,Thomas ,Rodentia,Ctenomy.,,"Cicchino, Castro & Baldo, 2000:209",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parvus,parvus,"Ewing, 1924a:11",Monogyropus,,,,,,,,,,
,Ctenomys chasiquensis,Contreras et al. ,Rodentia,Ctenomy.,,"Cicchino & Castro, 1998:188",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parvus,parvus,"Ewing, 1924a:11",Monogyropus,,,,,,,,,,
*,Ctenomys colburni,Allen,Rodentia,Ctenomy.,,,GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parvus,parvus,"Ewing, 1924a:11",Monogyropus,,,,,,,,,,
,Ctenomys haigi,Thomas ,Rodentia,Ctenomy.,,"Cicchino & Castro, 1994:6",GYROPIDAE,Gyropus,Gyropus,"Nitzsch, 1818:302",Gyropus ovalis,Burm.,parvus,parvus,"Ewing, 1924a:11",Monogyropus,,,,,,,,,,
